1606630727.999169,76
1606630728.101047,73
1606630728.205204,73
1606630728.307583,73
1606630728.409903,73
1606630728.511884,74
1606630728.614339,74
1606630728.716761,74
1606630728.818721,75
1606630728.921429,75
1606630729.023591,85
1606630729.126577,85
1606630729.228736,85
1606630729.330493,85
1606630729.433247,95
1606630729.535449,95
1606630729.637970,94
1606630729.740890,94
1606630729.842809,93
1606630729.944634,93
1606630730.047222,75
1606630730.149823,76
1606630730.252630,76
1606630730.354815,76
1606630730.457766,76
1606630730.559620,77
1606630730.661604,77
1606630730.764351,77
1606630730.866601,77
1606630730.969417,77
1606630731.071741,77
1606630731.174115,77
1606630731.277257,77
1606630731.379231,77
1606630731.481995,77
1606630731.584664,78
1606630731.686661,79
1606630731.788805,79
1606630731.890733,85
1606630731.992573,85
1606630732.095463,88
1606630732.199055,88
1606630732.302626,98
1606630732.404647,98
1606630732.507257,100
1606630732.609977,94
1606630732.711827,92
1606630732.813945,100
1606630732.915906,71
1606630733.017922,43
1606630733.119738,21
1606630733.221826,22
1606630733.332767,22
1606630733.434878,24
1606630733.537330,23
1606630733.639285,24
1606630733.741955,24
1606630733.844340,25
1606630733.946857,25
1606630734.049437,25
1606630734.152193,26
1606630734.254458,26
1606630734.364980,27
1606630734.468574,27
1606630734.571070,35
1606630734.672853,38
1606630734.774736,51
1606630734.877497,56
1606630734.980331,30
1606630735.082166,29
1606630735.184050,29
1606630735.286891,30
1606630735.388805,30
1606630735.490664,30
1606630735.592647,31
1606630735.694756,31
1606630735.797421,31
1606630735.900106,32
1606630736.008554,33
1606630736.111454,42
1606630736.213864,47
1606630736.315721,58
1606630736.417536,61
1606630736.519612,34
1606630736.622754,34
1606630736.724776,34
1606630736.826672,34
1606630736.928481,34
1606630737.030405,35
1606630737.132343,35
1606630737.234642,35
1606630737.336515,34
1606630737.438663,34
1606630737.540893,35
1606630737.643313,48
1606630737.745948,47
1606630737.848249,58
1606630737.950315,65
1606630738.052425,56
1606630738.155096,39
1606630738.257541,37
1606630738.360177,37
1606630738.461915,37
1606630738.563835,39
1606630738.665717,38
1606630738.767577,38
1606630738.869549,39
1606630738.971469,39
1606630739.073230,39
1606630739.175988,40
1606630739.278004,47
1606630739.381220,51
1606630739.484598,61
1606630739.586550,71
1606630739.688412,68
1606630739.790970,65
1606630739.892988,44
1606630739.994918,42
1606630740.097826,42
1606630740.200181,42
1606630740.302581,42
1606630740.405102,43
1606630740.507890,43
1606630740.610280,43
1606630740.712210,43
1606630740.814526,44
1606630740.916360,45
1606630741.020014,51
1606630741.122833,54
1606630741.225662,65
1606630741.327624,78
1606630741.430770,74
1606630741.532839,47
1606630741.634823,48
1606630741.737198,45
1606630741.839596,46
1606630741.942302,47
1606630742.044876,46
1606630742.146827,46
1606630742.248708,47
1606630742.351566,48
1606630742.454070,48
1606630742.556699,49
1606630742.659189,55
1606630742.761879,56
1606630742.863702,59
1606630742.965496,69
1606630743.067240,82
1606630743.169939,78
1606630743.272408,51
1606630743.375079,52
1606630743.477765,50
1606630743.579741,50
1606630743.682150,50
1606630743.783967,50
1606630743.886467,50
1606630743.989316,51
1606630744.091698,50
1606630744.194182,50
1606630744.296627,52
1606630744.399506,62
1606630744.501479,62
1606630744.603907,62
1606630744.705699,72
1606630744.808633,81
1606630744.910673,81
1606630745.019331,64
1606630745.122039,55
1606630745.224797,52
1606630745.326940,52
1606630745.428888,52
1606630745.530801,53
1606630745.632832,53
1606630745.735592,53
1606630745.837475,53
1606630745.940361,53
1606630746.042387,54
1606630746.144334,55
1606630746.246987,65
1606630746.349784,64
1606630746.451718,68
1606630746.554787,76
1606630746.657363,85
1606630746.760899,85
1606630746.863292,58
1606630746.966001,57
1606630747.067964,56
1606630747.171055,57
1606630747.272859,57
1606630747.374893,58
1606630747.477850,58
1606630747.579785,57
1606630747.681396,57
1606630747.783279,58
1606630747.886205,60
1606630747.990265,65
1606630748.092973,65
1606630748.194805,68
1606630748.297269,72
1606630748.399156,80
1606630748.501031,92
1606630748.604099,88
1606630748.706207,73
1606630748.811991,61
1606630748.914951,59
1606630749.017756,58
1606630749.119697,59
1606630749.222796,60
1606630749.325534,60
1606630749.428802,59
1606630749.530961,59
1606630749.633145,59
1606630749.735355,60
1606630749.837425,61
1606630749.939332,71
1606630750.041482,70
1606630750.143503,71
1606630750.246249,82
1606630750.348384,83
1606630750.457378,91
1606630750.562884,90
1606630750.664865,64
1606630750.766778,64
1606630750.869454,62
1606630750.971612,62
1606630751.074714,62
1606630751.176786,62
1606630751.279588,62
1606630751.381477,62
1606630751.483703,63
1606630751.585761,63
1606630751.687731,65
1606630751.790071,75
1606630751.892586,75
1606630751.995081,74
1606630752.097539,75
1606630752.199450,85
1606630752.301987,92
1606630752.404315,94
1606630752.506267,85
1606630752.608355,68
1606630752.710255,68
1606630752.812186,65
1606630752.914321,65
1606630753.016352,65
1606630753.119400,66
1606630753.222202,66
1606630753.325033,66
1606630753.427892,66
1606630753.530462,66
1606630753.633031,67
1606630753.735671,74
1606630753.837820,74
1606630753.939344,78
1606630754.041030,78
1606630754.143926,88
1606630754.246696,88
1606630754.349605,95
1606630754.453559,94
1606630754.555402,74
1606630754.657379,70
1606630754.760292,69
1606630754.862333,70
1606630754.965298,70
1606630755.067294,70
1606630755.169945,69
1606630755.271981,70
1606630755.373965,70
1606630755.477264,69
1606630755.579549,69
1606630755.681505,69
1606630755.784753,69
1606630755.886820,69
1606630755.989517,70
1606630756.093791,70
1606630756.196679,71
1606630756.298526,71
1606630756.400369,78
1606630756.503052,78
1606630756.606034,80
1606630756.716369,80
1606630756.818857,92
1606630756.921424,99
1606630757.024855,93
1606630757.126960,93
1606630757.229633,79
1606630757.332379,80
1606630757.434097,72
1606630757.536551,71
1606630757.638573,71
1606630757.740716,71
1606630757.842627,72
1606630757.945523,73
1606630758.048337,73
1606630758.150577,73
1606630758.253614,72
1606630758.355599,72
1606630758.458370,72
1606630758.561132,72
1606630758.663511,73
1606630758.765551,73
1606630758.867605,73
1606630758.970032,73
1606630759.072841,75
1606630759.174669,85
1606630759.276790,85
1606630759.379176,85
1606630759.482119,85
1606630759.584088,97
1606630759.685804,97
1606630759.788388,100
1606630759.890865,94
1606630759.993632,94
1606630760.096044,92
1606630760.197990,91
1606630760.300252,76
1606630760.403095,76
1606630760.506420,76
1606630760.608848,39
1606630760.710699,7
1606630760.816189,0
1606630760.919683,0
1606630761.023073,0
1606630761.125105,0
1606630761.227363,0
1606630761.330779,0
1606630761.432837,0
1606630761.534794,0
1606630761.636875,0
