1606630699.158892,0
1606630699.261547,22
1606630699.364031,61
1606630699.466113,100
1606630699.568825,100
1606630699.672625,100
1606630699.778044,100
1606630699.881322,100
1606630699.983506,100
1606630700.085922,99
1606630700.189131,100
1606630700.291222,100
1606630700.394461,93
1606630700.496771,86
1606630700.599027,99
1606630700.701442,82
1606630700.804374,100
1606630700.907052,100
1606630701.009249,99
1606630701.111615,100
1606630701.214455,71
1606630701.316865,67
1606630701.419199,64
1606630701.521271,38
1606630701.623337,20
1606630701.726157,18
1606630701.828815,12
1606630701.931433,21
1606630702.033781,10
1606630702.136530,17
1606630702.238505,14
1606630702.340386,19
1606630702.443148,15
1606630702.545923,16
1606630702.647867,16
1606630702.749583,17
1606630702.852269,18
1606630702.954300,18
1606630703.056394,20
1606630703.159051,30
1606630703.260858,45
1606630703.362719,46
1606630703.464679,22
1606630703.566759,22
1606630703.668838,22
1606630703.770565,23
1606630703.873724,23
1606630703.976341,24
1606630704.078912,24
1606630704.184744,25
1606630704.286659,25
1606630704.388640,25
1606630704.490654,27
1606630704.592607,36
1606630704.694490,46
1606630704.796114,55
1606630704.898010,28
1606630705.000926,27
1606630705.103112,28
1606630705.205448,29
1606630705.307442,28
1606630705.409425,29
1606630705.511218,29
1606630705.614028,29
1606630705.716825,30
1606630705.851938,30
1606630705.954689,30
1606630706.057547,40
1606630706.159360,51
1606630706.261244,65
1606630706.363313,52
1606630706.465454,34
1606630706.567505,31
1606630706.669505,31
1606630706.772331,32
1606630706.874308,33
1606630706.976307,32
1606630707.078867,32
1606630707.181205,34
1606630707.283924,34
1606630707.386701,34
1606630707.488849,36
1606630707.590798,46
1606630707.693324,48
1606630707.795128,55
1606630707.896924,66
1606630707.999036,40
1606630708.101639,36
1606630708.203390,36
1606630708.305195,37
1606630708.408120,37
1606630708.510495,37
1606630708.612621,37
1606630708.714601,38
1606630708.817377,38
1606630708.919427,38
1606630709.021631,40
1606630709.123595,46
1606630709.226607,49
1606630709.329867,59
1606630709.431633,61
1606630709.533505,70
1606630709.635631,47
1606630709.737760,40
1606630709.839765,40
1606630709.942320,40
1606630710.044856,41
1606630710.147387,41
1606630710.249784,41
1606630710.352588,41
1606630710.454609,42
1606630710.556759,42
1606630710.658570,44
1606630710.760488,50
1606630710.863362,53
1606630710.965747,53
1606630711.068377,64
1606630711.170685,73
1606630711.273078,67
1606630711.375919,47
1606630711.478858,44
1606630711.581000,44
1606630711.683635,44
1606630711.785748,45
1606630711.887899,45
1606630711.989937,45
1606630712.092398,45
1606630712.195380,45
1606630712.297243,46
1606630712.399058,47
1606630712.500995,57
1606630712.603232,56
1606630712.704965,67
1606630712.807696,67
1606630712.909825,77
1606630713.011646,63
1606630713.114287,50
1606630713.216280,47
1606630713.318525,48
1606630713.420876,48
1606630713.525836,48
1606630713.627776,48
1606630713.730587,48
1606630713.832675,49
1606630713.934705,49
1606630714.037200,49
1606630714.140966,50
1606630714.243205,57
1606630714.345617,60
1606630714.447561,70
1606630714.550486,70
1606630714.654326,79
1606630714.756872,70
1606630714.859455,53
1606630714.962609,51
1606630715.065372,51
1606630715.168073,51
1606630715.270626,51
1606630715.373298,52
1606630715.475739,52
1606630715.578030,52
1606630715.680511,52
1606630715.783361,52
1606630715.886101,55
1606630715.988414,65
1606630716.090739,64
1606630716.193315,64
1606630716.296237,75
1606630716.398796,83
1606630716.500623,83
1606630716.603014,62
1606630716.704864,57
1606630716.806690,55
1606630716.910262,55
1606630717.013120,55
1606630717.115115,56
1606630717.217551,56
1606630717.320582,56
1606630717.422993,56
1606630717.525648,56
1606630717.629110,58
1606630717.731325,58
1606630717.833438,68
1606630717.935621,67
1606630718.038381,67
1606630718.142886,77
1606630718.245242,89
1606630718.347689,89
1606630718.450576,69
1606630718.552325,60
1606630718.654444,58
1606630718.756365,58
1606630718.858454,58
1606630718.960334,59
1606630719.062815,60
1606630719.165518,60
1606630719.273720,59
1606630719.375800,59
1606630719.479225,60
1606630719.582054,61
1606630719.685578,67
1606630719.788589,68
1606630719.898646,71
1606630720.001237,78
1606630720.103335,81
1606630720.205339,90
1606630720.307609,90
1606630720.409272,63
1606630720.511381,63
1606630720.613657,62
1606630720.715773,62
1606630720.818389,62
1606630720.922058,62
1606630721.023992,63
1606630721.125966,62
1606630721.228874,63
1606630721.331224,63
1606630721.433044,64
1606630721.535001,65
1606630721.637232,71
1606630721.739527,74
1606630721.841639,74
1606630721.944019,84
1606630722.046550,86
1606630722.149476,93
1606630722.252602,87
1606630722.354491,66
1606630722.457888,67
1606630722.559880,65
1606630722.662639,65
1606630722.765107,65
1606630722.867165,66
1606630722.971559,64
1606630723.073660,65
1606630723.175837,65
1606630723.278822,65
1606630723.381551,65
1606630723.484537,72
1606630723.590030,74
1606630723.692994,77
1606630723.797111,77
1606630723.899475,87
1606630724.001401,90
1606630724.106862,94
1606630724.209725,95
1606630724.311663,68
1606630724.413633,68
1606630724.515650,66
1606630724.618838,66
1606630724.721855,66
1606630724.824609,67
1606630724.927146,68
1606630725.029182,68
1606630725.131016,68
1606630725.232848,67
1606630725.334769,67
1606630725.437774,67
1606630725.540690,67
1606630725.642415,68
1606630725.745407,68
1606630725.848251,68
1606630725.950242,68
1606630726.052192,69
1606630726.154594,79
1606630726.257246,80
1606630726.359735,79
1606630726.462412,79
1606630726.564706,91
1606630726.666601,91
1606630726.768589,94
1606630726.870512,94
1606630726.973714,79
1606630727.076629,80
1606630727.179092,71
1606630727.281465,71
1606630727.385334,72
1606630727.487133,72
1606630727.589253,72
1606630727.692022,73
1606630727.793947,74
1606630727.896889,76
